id;pt_BR;en;fr;it;nl;pt;es;de
Tool>6014;Você também pode usar a tecla E para chegar à agência de propaganda.;You can also use the E key to get to the advertising agency.;Vous pouvez aussi utiliser la touche E pour accéder à l'agence de publicité.;Per arrivare all'agenzia pubblicitaria è possibile utilizzare il tasto A.;Om naar het reclamebureau te gaan kunt u de toets E gebruiken.;A tecla E destina-se a facultar o acesso à agência de publicidade.;También puede usar la tecla E para venir a la agencia de publicidad.;Sie können auch die Taste E verwenden um zur Werbeagentur zu kommen.
Tool>6015;Se quiser ir até o gerente do aeroporto, você também pode usar a tecla U.;If you want to get to the airport manager, you can also use the U key.;Si vous voulez voir le directeur de l'aéroport, vous pouvez aussi utiliser la touche U.;Per andare dal Direttore dell'aeroporto è possibile utilizzare il tasto D.;Om naar de vliegveldmanager te gaan kunt u de toets U gebruiken.;Se precisar de falar com o gerente do aeroporto, pode utilizar a tecla U.;Si quiere ir a la administración del aeropuerto, también puede usar la tecla U.;Wenn Sie zur Flughafenaufsicht wollen, können Sie auch die Taste U verwenden.
Tool>6016;Você também pode usar a tecla N para chegar à loja da NASA.;You can also use the N key to get to the NASA shop.;Vous pouvez aussi utiliser la touche N pour accéder au magasin de la NASA.;Per arrivare al NASA shop è possibile utilizzare il tasto N.;Om naar de NASA winkel te gaan kunt u de toets N gebruiken.;A tecla N destina-se ao acesso à loja da NASA.;También puede usar la tecla N para venir a la Tienda NASA.;Sie können auch die Taste N verwenden um zum Nasa Shop zu kommen.
Tool>6017;Você também pode usar a tecla F para ir até o corretor de aviões.;You can also use the F key to get to the plane broker.;Vous pouvez aussi utiliser la touche F pour voir le courtier en avions.;Per arrivare dal rivenditore di aerei è possibile utilizzare il tasto K.;Om naar de vliegtuigmakelaar te gaan kunt u de toets F gebruiken.;A tecla F faculta um contacto rápido com o vendedor de aviões.;También puede usar la tecla F para venir a ver al agente aéreo.;Sie können auch die Taste F verwenden um zum Flugzeug Makler zu kommen.
Tool>6018;Você também pode usar a tecla K para chegar ao banco.;You can also use the K key to get to the bank.;Vous pouvez aussi utiliser la touche K pour accéder à la banque.;Per arrivare alla banca è possibile utilizzare il tasto B.;Om naar de bank te gaan kunt u de toets K gebruiken.;Para aceder ao Banco pode utilizar a tecla K.;También puede usar la tecla K para venir al banco.;Sie können auch die Taste K verwenden um zur Bank zu kommen zu kommen.
Tool>6019;Você também pode usar a tecla A para ir direto à PetrolAir.;You can also use the A key to get directly to PetrolAir.;Vous pouvez aussi utiliser la touche A pour accéder directement à PetrolAir.;Per arrivare direttamente alla Petrol Air è possibile utilizzare il tasto X.;Om naar Arab-Air te gaan kunt u de toets A gebruiken.;A tecla A permite o acesso directo à Petrolair.;También puede usar la tecla A para venir directamente a Petrol Air.;Sie können auch die Taste A verwenden um direkt zu PetrolAir zu kommen.
Tool>6020;Você deveria visitar o Rick's Café. Rick costumava ter uma companhia aérea  e certamente pode te dar algumas informações úteis.;You should pay Rick's Cafe a visit. Rick used to have an airline himself and can give you a few useful hints for sure.;Vous devriez aller faire un tour au Rick's Café. Dans le temps, Rick avait sa propre compagnie et il pourra vous donner quelques bons conseils.;Si consiglia di fare un salto al Rick's Cafe. Tempo fa Rick possedeva una compagnia aerea e potrebbe darti molti consigli utili.;U zou eens bij Rick's cafe langs moeten gaan. Rick heeft ook een eigen vliegmaatschappij gehad en heeft zeker nog wat goede tips.;Devia fazer uma visita ao Rick's Cafe. O Rick teve uma companhia aérea e pode dar-lhe algumas dicas preciosas.;Debería pasarse por Rick's Café. Rick tenía una línea aérea y seguro que puede darle algún consejo.;Sie sollten mal bei Ricks Cafe vorbeischauen. Rick hatte früher selber eine Fluglinie und kann ihnen bestimmt ein paar Tips geben.
Tool>6021;Você também pode usar a tecla H para ir direto ao escritório de carga.;You can also use the H key to get directly to the cargo office.;Vous pouvez aussi utiliser la touche H pour accéder directement au bureau des cargos.;Per arrivare direttamente all'ufficio trasporti è possibile utilizzare il tasto R.;Om naar het vrachtkantoor te gaan kunt u de toets H gebruiken.;Pode utilizar a tecla H para se deslocar directamente para o departamento de carga.;También puede usar la tecla H para venir directamente a la oficina de carga..;Sie können auch die Taste H verwenden um direkt zum Frachtbüro zu kommen.
Advi>500;A pontuação foi salva automaticamente.;The score was saved automatically.;Le score a été sauvegardé automatiquement.;Il punteggio è stato salvato automaticamente.;het spel is automatisch opgeslagen.;O jogo foi gravado automaticamente.;El marcador se ha grabado automáticamente.;Der Spielstand wurde automatisch gespeichert.
Advi>1000;Hum. Eu não sei.;Huh? I don't know.;Hein ? Je sais pas.;Mah. Non so.;Huh? Geen idee.;Hmm. Não sei.;Hmm. Ni idea.;Hmm. Keine Ahnung.
Advi>1001;Muito caro! Evitar!;Too expensive! Steer clear!;Trop cher ! N'y pensez pas !;Lo stipendio è troppo alto! Lascia stare!;Veel te duur! Niet doen!;Muito caro! Nem pensar!;Pide demasiado. ¡Ni hablar!;Das Gehalt ist viel zu hoch. Finger weg!
Advi>1002;O salário está bom. Se quiser esse tipo de qualificação, deveria aceitar imediatamente.;The salary is okay. If you want this type of qualification, you should accept right away.;Le salaire est correct. Si vous désirez de telles qualifications, vous devriez accepter tout de suite.;Lo stipendio va bene. Se vuoi questo tipo di qualifica dovresti accettare subito.;Het salaris is oke. Als u dit soort qualificaties wilt, moet u het doen.;O salário não é mau. Se pretende este tipo de habilitações, deve aceitar já.;El sueldo es razonable. Si tiene la cualificación requerida, acepte sin dudar.;Die Gehaltsvorstellung ist angemessen. Wenn die Qualifikationen das ist, was Sie suchen, sollten Sie sofort zugreifen.
Advi>1003;Comparado com a qualificação, o salário é baixo! Bom.;Compared to the qualification the salary is low! Good.;Le salaire est bas comparé aux qualifications ! C'est bien.;Rispetto alla qualifica lo stipendio è basso! Va bene.;Vergeleken met de qualificaties is het salaris laag! Goed.;Tendo em conta as habilitações, o salário é baixo! Bom.;El sueldo es bajo en función de la cualificación. Bien.;Gemessen an der Qualifikation ist das Gehalt niedrig. Gut!
Advi>1004;Você foi muito longe com sua desordem! %s não quer mais trabalhar aqui.;You have gone too far with your exploitation! %s doesn't want to work here any longer.;Vous avez trop exploité votre personnel ! %s ne veut plus travailler ici.;Hai insistito troppo! %s non vuole più lavorare qui.;U heeft te veel gerotzooid! %s wil niet meer voor u werken.;Foi longe demais! %s não pretende continuar a trabalhar para si.;¡Le ha hecho usted la vida imposible! %s ya no quiere trabajar para usted.;Sie haben Sie rausgeekelt! %s will nicht mehr für Sie arbeiten.
Advi>1005;%s saiu. Ele não quer mais trabalhar para você.;%s has quit. He doesn't want to work for you any more.;% a démissionné. Il ne veut plus travailler pour vous.;%s se n'è andato. Non vuole più lavorare per te.;%s is vertrokken. Hij wil niet meer voor u werken!;%s despediu-se. Ele não quer continuar a trabalhar aqui!;%s ha dimitido. Ya no quiere trabajar para usted.;%s hat gekündigt. Er weigert sich für Sie zu arbeiten!
Advi>1006;As qualificações são muito fracas. Não é a escolha certa.;The qualifications are very poor. Not the right choice.;Les qualifications sont très faibles. Ce n'est pas un bon choix.;Le qualifiche sono molto basse. Lascia stare.;De qualificaties zijn erg slecht. Een slechte keuze.;As habilitações são muito fracas. Não é a escolha certa.;La cualificación es pobrísima. Fuera.;Die Qualifikationen sind miserabel. Finger weg.
Advi>1007;As qualificações não são muito boas. Eu não aconselho contratar essa pessoa.;The qualifications are not too good. I would advise against hiring this person.;Les qualifications ne sont pas très bonnes. Je vous conseillerais de ne pas embaucher cette personne.;Le qualifiche non sono abbastanza buone. Ti sconsiglierei di assumere questa persona.;De qualificaties zijn niet al te goed. Ik raad een indienststelling af.;As habilitações não são muito boas. Eu não contrataria esta pessoa.;La cualificación no es gran cosa. No le aconsejo contratar a esta persona.;Die Qualifikationen sind nicht besonders. Ich würde von einer Einstellung abraten.
Advi>1008;As qualificações são impressionantes e o salário está bom.;The qualifications are impressive and the salary is okay.;Les qualifications sont impressionnantes et le salaire est correct.;Le qualifiche sono ottime e lo stipendio è accettabile.;De qualificaties zijn indrukwekkend en het salaris is oke.;As habilitações são muito boas e o salário não é mau.;La cualificación es impresionante y el sueldo adecuado.;Die Qualifikationen sind beeindruckend und das Gehalt ist okay.
Advi>1100;Há %li pilotos sem trabalho. Você deveria demití-los ou comprar mais aviões.;There are %li pilots with no task. You should fire them or buy more planes.;%li pilotes n'ont rien à faire. Vous devriez les renvoyer ou acheter plus d'avions.;Vi sono %li piloti senza compiti. Dovresti licenziarne alcuni oppure acquistare altri aerei.;er zijn %li piloten zonder dienst. U zou ze moeten ontslaan of meer vliegtuigen kopen.;Tem %li pilotos desocupados. Deve despedi-los ou comprar mais aviões.;Hay %li pilotos que no tienen qué hacer. Debería despedirlos o comprar más aviones.;%li Piloten habe keine Aufgabe. Sie sollten sie entlassen oder neue Flugzeuge kaufen.
Advi>1101;Você tem %li comissários de bordo sem trabalho. Você realmente precisa deles?;You have %li flight attendants with no task. Do you really need them?;%li hôtesses et stewards n'ont rien à faire. Avez-vous vraiment besoin d'eux ?;Vi sono %li assistenti di volo senza compiti. Ne hai veramente bisogno?;Er zijn %li stewards zonder dienst. Heeft u ze echt nodig?;Tem %li assistentes de bordo desocupadas. Precisa mesmo delas?;Tiene a %li auxiliares de vuelo desocupados. ¿Los necesita de verdad?;Sie haben %li Flugbegleiter, die keine Aufgaben haben. Brauchen Sie die wirklich?
Advi>1102;Você não tem pilotos suficientes. Empregue mais %li.;You don't have enough pilots. Employ %li more.;Vous n'avez pas assez de pilotes. Employez-en %li de plus.;Non ci sono sufficienti piloti. Assumine ancora %li.;U heeft niet genoeg piloten. U heeft er nog %li nodig.;Não tem pilotos suficientes. Contrate mais %li.;No tiene pilotos suficientes. Contrate a %li más.;Sie haben zuwenig Piloten. Stellen Sie %li ein.
Advi>1103;Você não tem comissários de bordo suficientes. Empregue mais %li.;You don't have enough flight attendants. Employ %li more.;Vous n'avez pas assez d'hôtesses et de stewards. Employez-en %li de plus.;Non ci sono sufficienti assistenti di volo. Assumine ancora %li.;U heeft niet genoeg stewards. U heeft er nog %li nodig.;Não possui assistentes de bordo suficientes. Contrate mais %li.;No tiene auxiliares de vuelo suficientes. Contrate a %li más.;Sie haben nicht genug Flugbegleiter. Stellen Sie %li ein.
Advi>1104;Você não tem pilotos e comissários de bordo suficientes. Empregue %li pilotos e %li comissários de bordo.;You don't have enough pilots and flight attendants. Employ %li pilots and %li flight attendants.;Vous n'avez pas assez de pilotes, d'hôtesses et de stewards. Employez %li pilotes en plus et %li hôtesses et stewards en plus.;Non ci sono sufficienti piloti e assistenti di volo. Assumi %li piloti e %li assistenti di volo.;U heeft niet genoeg piloten en stewards. U heeft %li piloten en %li stewards nodig.;Não tem pilotos e assistentes de bordo suficientes. Contrate %li pilotos e %li assistentes de bordo.;No tiene pilotos suficientes. Contrate a %li pilotos y %li auxiliares de vuelo.;Sie haben zuwenig Piloten und Flugbegleiter. Stellen Sie %li Piloten und %li Flugbegleiter ein.
Advi>1200;Você emprega %li pilotos sem aviões.;You employ %li pilots without planes.;Vous employez %li pilotes sans avions.;Alle tue dipendenze ci sono %li piloti senza aereo.;U heeft %li piloten in dienst zonder vliegtuig.;Tem %li pilotos desocupados.;Ahora mismo tiene contratados a %li pilotos que no tienen avión.;Sie beschäftigen jetzt %li Piloten, die kein Flugzeug haben.
Advi>1201;Agora você tem tantos pilotos quanto você precisa. Bom!;You now have just as many pilots as you need. Good!;Vous avez maintenant tous les pilotes dont vous avez besoin. C'est bien !;Ora hai tutti i piloti di cui hai bisogno. Bravo!;U heeft genoeg piloten. Prima!;Agora possui os pilotos de que necessita. Muito bem!;Ahora tiene justo el número de pilotos que necesita. Estupendo.;Jetzt haben Sie genau so viele Piloten, wie sie brauchen. Ideal.
Advi>1202;Você precisa de mais um piloto para usar todos os aviões.;You need one more pilot to use all planes.;Vous avez besoin d'un pilote de plus pour utiliser tous les avions.;Hai bisogno di un altro pilota per utilizzare tutti gli aerei.;U heeft nog een piloot nodig om alle vliegtuigen te gebruiken.;Precisa de mais um piloto para utilizar todos os aviões.;Le hace falta 1 piloto para tener todos los aviones cubiertos.;Ihnen fehlt jetzt 1 Pilot um alle Flugzeuge zu besetzen.
Advi>1203;Você precisa de mais %li pilotos para usar todos os aviões.;You need %li more pilots to use all planes.;Vous avez besoin de %li pilotes en plus pour utiliser tous les avions.;Hai bisogno di altri %li piloti per utilizzare tutti gli aerei.;U heeft nog %li piloten nodig om alle vliegtuigen te gebruiken.;Precisa de mais %li pilotos para utilizar todos os aviões.;Le hacen falta %li pilotos más para tener todos los aviones cubiertos.;Ihnen fehlen jetzt %li Piloten um alle Flugzeuge zu besetzen.
Advi>1250;Você emprega %li comissários de bordo sem aviões.;You employ %li flight attendants without planes.;Vous employez %li hôtesses et stewards sans avions.;Alle tue dipendenze ci sono %li assistenti di volo senza aereo.;U heeft %li stewards in dienst zonder vliegtuig.;Tem %li assistentes de bordo sem avião.;Ahora mismo tiene contratados a %li auxiliares de vuelo que no tienen avión.;Sie beschäftigen jetzt %li Flugbegleiter, die kein Flugzeug haben.
Advi>1251;Você tem comissários de bordo suficientes. Bom!;You have enough flight attendants. Good!;Vous avez assez d'hôtesses et de stewards. C'est bien !;Ora hai tutti gli assistenti di volo di cui hai bisogno. Bravo!;U heeft genoeg stewards. Prima!;Tem as assistentes de bordo suficientes. Muito bem!;Ahora tiene justo el número de auxiliares de vuelo que necesita. Estupendo.;Jetzt haben Sie genau so viele Flugbegleiter, wie sie brauchen. Ideal.
Advi>1252;Você precisa de mais um comissário de bordo para usar todos os aviões.;You need 1 more flight attendant to use all planes.;Vous avez besoin d'une hôtesse ou d'un steward en plus pour utiliser tous les avions.;Hai bisogno di un altro assistente di volo per utilizzare tutti gli aerei.;U heeft nog een steward nodig om alle vliegtuigen te gebruiken.;Precisa de mais 1 assistente de bordo para utilizar todos os aviões.;Le hace falta 1 auxiliar de vuelo para tener todos los aviones cubiertos.;Ihnen fehlt jetzt 1 Flugbegleiter um alle Flugzeuge zu besetzen.
Advi>1253;Você precisa de mais %li comissários de bordo pra usar todos os aviões.;You need %li more flight attendants to use all planes.;Vous avez besoin de %li hôtesses ou stewards en plus pour utiliser tous les avions.;Hai bisogno di altri %li assistenti di volo per utilizzare tutti gli aerei.;U heeft nog %li stewards nodig om alle vliegtuigen te gebruiken.;Precisa de mais %li assistentes de bordo para utilizar todos os aviões.;Le hacen falta %li auxiliares de vuelo más para tener todos los aviones cubiertos.;Ihnen fehlen jetzt %li Flugbegleiter um alle Flugzeuge zu besetzen.
Advi>1260;Você escolheu muitas pessoas para um avião. Eu corrigi isso.;You have too many personnel for at least one plane. I have corrected this.;Vous employez trop de personnel pour un avion. J'ai corrigé cela.;Hai scelto troppo personale per almeno un aereo. L'errore è stato corretto.;Bij minstens een vliegtuig heeft u teveel personeel aangesteld. Ik heb dat verbeterd.;Seleccionou muito pessoal para um só avião. Eu corrigi isso.;Había asignado demasiado personal a un avión como mínimo. Lo he corregido.;Bei mindestens einem Flugzeug hatten Sie zuviel Personal zugewiesen. Ich habe das korrigiert.
Advi>1270;Você já tem um consultor melhor qualificado.;You already have a better qualified advisor.;Vous avez déjà un conseiller plus qualifié.;Hai già un consulente più qualificato.;U heeft al een beter gequalificeerde adviseur.;Já possui um conselheiro mais qualificado.;Ya tiene un asesor más cualificado.;Sie haben bereits einen Berater der höher qualifiziert ist.
Advi>1271;Você já possui um consultor. Mas ele não é tão qualificado quanto este.;You already have such an advisor. But he's not as qualified as this one.;Vous avez déjà un tel conseiller, mais il n'est pas aussi qualifié que celui-ci.;Hai già un consulente di questo tipo, ma non è qualificato come questo.;U heeft al zo'n adviseur. Maar hij is niet zo goed gequalificeerd als deze.;Já tem um conselheiro desse tipo. Mas não tão qualificado como este.;Ya tiene un asesor de ese tipo. Sin embargo no está tan cualificado.;Sie haben bereits so einen Berater. Allerdings ist dieser nicht so hoch qualifiziert.
Advi>1272;Mas você já tem a mim para questões de pessoal.;But you already have me for personnel matters.;Mais vous m'avez déjà pour vos affaires de ressources humaines.;Ma ci sono già io per le questioni del personale.;Maar u heeft mij al voor de personeelszaken.;Mas já me tem a mim para as questões de pessoal.;Ya estoy yo para los asuntos de personal.;Sie haben doch bereits mich für die Personalfragen.
Advi>2001;%s, uma de suas consultoras de pessoal demitiu-se. Ela não estava muito feliz.;%s, one of our personnel advisors just quit. She was not very happy.;%s, une de vos conseillères en personnel, vient de démissionner. Elle n'était pas très contente.;%s, una consulente del personale, ha lasciato l'azienda. Non era molto soddisfatta.;%s, een van onze personeelsadviseurs, heeft ontslag genomen. Ze was zeer ontevreden.;%s, uma das nossas conselheiras de pessoal, acabou de se despedir. Ela não estava muito contente.;%s, una de nuestras asesoras de personal se ha despedido. Estaba muy descontenta.;%s, eine unserer Personalberaterinnen hat gekündigt. Sie war sehr unzufrieden.
Advi>2002;%s, uma de nossas consultoras de óleo e combustível, demitiu-se. Ela não gostava do ambiente de trabalho.;%s, one of our oil and kerosene advisors just quit. She didn't like the working environment.;%s, une de vos conseillères pétrole et kérosène, vient de démissionner. Elle n'aimait pas les conditions de travail.;%s, una consulente per petrolio e kerosene, ha lasciato l'azienda. Non le piaceva l'ambiente lavorativo.;%s, een van onze olie- en kerosineadviseurs heeft ontslag genomen. Ze was zeer ontevreden.;%s, uma das nossas conselheiras do petróleo e do querosene, acabou de se despedir. Ela não gostou do ambiente de trabalho.;%s, una de nuestras asesoras de petróleo y queroseno está buscando otro empleo. No le gusta el ambiente de trabajo.;Eine unserer Oel- & Kersosinberaterinnen, %s sucht sich einen neuen Job. Ihr gefiel das Arbeitsklima nicht.
Advi>2003;Nós perdemos %s, uma consultora de rota. Ela não gostava mais de trabalhar aqui.;We've lost %s, a route advisor. She didn't enjoy working here any more.;Nous avons perdu %s, une conseillère lignes. Ca ne lui plaisait plus de travailler ici.;Se n'è andata %s, una consulente di rotta. Non le piaceva più lavorare con noi.;We hebben %s, een route adviseur verloren. Ze heeft een betere baan gevonden.;Perdemos a %s, uma conselheira de rotas. Ela não gostava de trabalhar aqui.;Hemos perdido a %s, una asesora de rutas. Ya no le gustaba el trabajo que hacía aquí.;Wir haben %s eine Routenberaterin verloren. Ihr gefiel Ihre Arbeit hier nicht mehr.
Advi>2004;Nossa analista de ordem %s se foi. Ela estava infeliz, é o mínimo que se pode dizer.;Our order analyst %s has gone. She was unhappy.;Notre analyste logistique %s est partie. Elle n'était vraiment pas contente.;%s, la nostra analista degli ordini, è andata via. Era insoddisfatta del lavoro.;Onze orderanalist %s is vertrokken. Ze wil hier niet meer werken.;A nossa analista de charters %s já não trabalha para nós. Ela estava muito descontente.;La analista de pedidos %s ya no trabaja para nosotros. Estaba más que descontenta.;Die Auftragsanalystin %s arbeitet nicht mehr für uns. Sie war mehr als unzufrieden.
Advi>2005;Oh, Chefe: %s, sua consultora financeira, acabou de demitir-se. Ela detesta seu trabalho e entregou o pedido de demissão!;Oh, Boss: %s, your financial advisor, just quit.She hates her job and has handed in her notice!;Ah, chef : %s, notre conseillère financière, vient de démissionner. Elle détestait son travail !;Capo: %s, la tua consulente finanziaria, se n'è appena andata. Odiava questo lavoro e ha presentato le dimissioni!;Oh, baas,: %s, financiel adviseur, heeft net ontslag genomen.;Oh, Chefe: %s, a nossa conselheira financeira, acabou de se despedir. Ela detesta o trabalho!;Jefe, %s, su asesora financiera, acaba de dimitir: ¡Se marcha porque detesta este trabajo!;Sir, %s, Ihre Finanzberaterin hat gerade gekündigt: Sie haßt ihren Job und kündigt!
Advi>2006;Nossa informante %s teve o suficiente. Ela terminou seu contrato de trabalho.;Our informer %s has had enough. She's terminated her contract of employment.;Notre informatrice %s en a eu assez. Elle a mis fin à son contrat de travail.;L'informatrice %s non ne poteva più. Ha concluso il proprio contratto di lavoro.;Onze informant %s heeft het gehad. Ze is vertrokken.;A nossa informadora %s despediu-se. Ela  rescindiu o contrato de emprego.;Nuestra informadora %s está harta. Rescinde el contrato.;%s, unserer Informantin reicht es. Sie kündigt ihren Arbeitsvertrag.
Advi>2007;%s, uma consultora de avião, demitiu-se. Ela prefere trabalhar para o concorrente.;%s, a plane advisor, quit. She's prefers to work for the competition.;%s, une experte aéronautique, a démissionné. Elle préfère travailler pour nos concurrents.;%s, una analista degli aerei, se n'è andata. Preferisce lavorare con la concorrenza.;%s, een vliegtuigadviseur is weg. Ze was niet tevereden.;%s, uma analista de aviões, demitiu-se. Ela prefere trabalhar para a concorrência.;%s, una asesora de aviones, se ha despedido. Prefiere trabajar para la competencia.;Eine Flugzeuganalystin hat gekündigt. %s will lieber bei der Konkurrenz arbeiten.
Advi>2008;Seu treinador físico, %s, não quer continuar. Você é muito devagar e paga muito pouco.;Your fitness trainer, %s, doesn't want to continue. You run too slowly and don't pay enough.;Votre prof de gym, %s, ne veut pas continuer. Vous courrez trop lentement et ne payez pas assez.;L'allenatrice %s ha deciso di smettere. Corri troppo piano e paghi troppo poco.;uw fitness trainer, %s, heft ontslag genomen. U betaalde te weinig.;A formadora da manutenção, %s, não deseja continuar. Corre muito devagar e rende muito pouco.;Su monitor de fitness, %s, no quiere seguir. Corre usted muy despacio y paga muy poco.;Ihre Fitneßtrainerin, %s will nicht mehr. Sie laufen zu langsam und bezahlen zu wenig.
Advi>2009;Seu guarda-costas, %s, demitiu-se. O salário era muito insignificante.;Your bodyguard, %s, quit. The salary was too low.;Votre garde du corps, %s, a démissionné. Le salaire était trop dérisoire.;La responsabile della sicurezza %s ha deciso di lasciare il lavoro. La paga era troppo misera.;Uw bodyguard, %s, gaat iemand anders beschermen.;A guarda-costas, %s, demitiu-se. O salário era muito baixo.;Su directora de seguridad, %s, se ha despedido. El sueldo era una miseria.;Ihre Sicherheitsmanagerin %s hat gekündigt. Das Gehalt war zu mickrig.
Advi>2010;Você acabou de perder um piloto . %s demitiu-se. Ela sente como se tivesse sido contratada apenas porque você precisa ter uma mulher na sua equipe e está infeliz com seu salário miserável.;You just lost a female pilot. %s quit. She feels she's been employed only because you're required to have a woman on your staff and is unhappy about her low salary.;Vous venez de perdre une pilote. %s a démissionné. D'après elle, vous ne l'avez embauché que parce que vous vous devez d'avoir une femme dans votre personnel, et son salaire minable ne lui convenait pas.;Una pilota se n'è andata. Si tratta di %s. Aveva l'impressione di essere stata assunta solo affinché potessi avere un pilota donna alle tue dipendenze ed era anche insoddisfatta del misero stipendio.;U bent net een piloot kwijtgeraakt. %s kon ergens anders meer verdienen.;" %s, um piloto feminino, demitiu-se. Ela sentia ter sido contratada porque você necessitava de uma mulher na equipa e estava descontente com o salário.";Una piloto, %s, ha presentado la dimisión. Considera que tiene un salario de miseria por ser mujer.;Eine Pilotin, %s hat ihre Kündigung eingereicht. Sie fühlt sich als Quotenfrau mit miesem Gehalt.
Advi>2011;%s, uma comissária de bordo, está procurando um novo emprego. Você deveria ter pago mais à ela.;%s, a flight attendant, is looking for a new job. You should have paid her more.;%s, une hôtesse, cherche un nouvel emploi. Vous auriez dû la payer davantage.;%s, una delle hostess, sta cercando un nuovo lavoro. Avresti dovuto pagarla di più.;%s, een stewardess, was niet tevreden en is vertrokken.;%s, uma assistente de bordo, está à procura de um novo emprego. Devia aumentar-lhe o salário.;%s, una de nuestras azafatas, va a buscarse otro trabajo. Deberían haberle pagado más.;%s, eine unserer Flugbegleiterinen schaut sich ab sofort auf dem Arbeitsmarkt um. Sie hätten sie besser bezahlen müssen.
Advi>2020;" ";I just saw your fax in the mailbox. Why did you cancel all the flights?;Je viens de voir votre fax dans le casier du courrier. Pourquoi avez-vous annulé tous les vols ?;" ";" ";" ";" ";Ich habe gerade das Fax im Postkorb gesehen. Warum haben Sie alle Flüge abgesagt??
Advi>2021;" ";Boss, the tower just called. We’ve been deprived of one of our routes. They say it could be an administrative error. Could that be possible?;Chef, la tour de contrôle vient de nous appeler. On nous a retiré un de nos itinéraires. Ils prétendent qu'il s'agit d'une erreur administrative. Cela peut-il être possible ?;" ";" ";" ";" ";Chef, der Tower hat gerade angerufen. Eine unserer Routen wurde uns aberkannt. Die haben gesagt das sei ein Verwaltungsirrtum gewesen. Kann das denn sein??
Advi>2101;Seu consultor de pessoal, Sr. %s, acabou de demitir-se. Ele tem um novo emprego com o dobro do salário.;Your personnel advisor, Mr. %s, has just quit. He has a job that pays double the salary lined up..;Votre conseiller en ressources humaines, M. %s, vient de démissionner. Il a trouvé un emploi payé deux fois plus.;Il consulente del personale %s se n'è appena andato. Ha trovato un lavoro con il doppio dello stipendio.;uw personeelsadviseur, Men. %s is vertrokken.;O seu conselheiro de pessoal, Mr %s, acabou de se demitir. Tem um emprego com o dobro do salário em vista..;Su asesor de personal, el Sr. %s, acaba de despedirse. Le ha salido un trabajo en el que puede ganar el doble.;Ihr Personalberater, Herr %s hat soeben gekündigt. Er hat einen Job mit dem doppelten Gehalt ist Aussicht.
Advi>2102;Seu consultor de óleo e combustível, %s, está procurando um novo emprego. O salário dele não era alto o bastante.;Your oil and kerosene advisor, %s, is looking for a new job. His salary wasn't high enough.;Votre conseiller pétrole et kérosène, %s, cherche un nouvel emploi. Son salaire n'était pas assez élevé.;Il consulente per petrolio e kerosene %s sta cercando un nuovo lavoro. Lo stipendio non era abbastanza alto.;U had ooit een olie- en kerosineadviseur. %s dacht dat hij meer wou verdienen bij een andere baas.;O seu conselheiro de petróleo e querosene, %s, está à procura de um novo emprego. Tinha um salário muito baixo.;%s, su asesor de petróleo y queroseno, está buscando otro trabajo. El sueldo no le llegaba.;%s, Ihr Oel- & Kersosinberater sieht sich nach einem neuen Job um. Sein Gehalt reichte ihm nicht.
Advi>2103;%s não é mais seu consultor de rota. Ele está procurando um novo empregador.;%s isn't your route advisor any longer. He's looking for a new employer.;%s n'est plus votre conseiller lignes. Il cherche un nouvel employeur.;%s non è più il tuo consulente di rotta. Sta cercando un nuovo datore di lavoro.;%s is niet langer uw route-adviseur. Hij zoekt een nieuwe baas.;%s já não é seu conselheiro de rotas. Está à procura de um novo emprego.;%s ha dejado de ser su asesor de rutas. Quiere cambiar de empresa.;%s ist nicht mehr Ihr Routenberater. Er sucht sich einen neuen Arbeitgeber.
Advi>2104;Chefe, seu analista de ordem %s saiu. Ele não podia pagar a casa dele com esse salário.;Boss, your order analyst %s quit. He couldn't afford his rent on his salary.;Chef, votre analyste logistique %s a démissionné. Il ne pouvait plus se payer le loyer de son HLM.;L'analista degli ordini %s ha dato le dimissioni. Lo stipendio non gli permetteva neppure di pagare l'affitto.;Baas, uw opdrachtanalist %s heeft ontslag genomen.;Chefe, o analista de charters %s demitiu-se. Ele não conseguia pagar a renda da casa com o salário que ganhava.;Su analista de pedidos %s se ha despedido. El sueldo no le daba para pagar el piso de protección oficial.;Ihr Auftragsanalyst %s hat gekündigt. Er konnte sich seine Sozialwohnung von seinem Gehalt nicht mehr leisten.
Advi>2105;%s, seu consultor financeiro de companhias aéreas não vai mais suportá-lo. Ele está procurando um novo empregador.;%s, your airline's financial advisor is not going to support you any longer. He's looking for a new employer.;%s, le conseiller financier de votre compagnie ne veut plus travailler avec vous. Il cherche un nouvel employeur.;%s, il consulente finanziario della compagnia aerea, non lavora più per te. Ora sta cercando un nuovo datore di lavoro.;We hebben ooit een financieel adviseur. %s is vertrokken.;%s, o conselheiro financeiro já não o vai ajudar mais. Ele está à procura de um novo emprego.;%s, el asesor financiero de su compañía aérea les retira su colaboración. Quiere cambiar de empresa.;%s, der Finanzberater Ihrer Fluglinie wird Sie nicht mehr unterstützen. Er sucht sich einen neuen Arbeitgeber.
